Year,prev_year,State,District,current_crime_rate,prev_crime_rate,yoy_absolute_change,yoy_percent_change,trend_direction
2022,2021,Gujarat,W.Rly Ahmedabad,0.0,0.03,-0.03,-100.0,STABLE
2022,2021,Maharashtra,Nagpur Railway,0.0,0.03,-0.03,-100.0,STABLE
2024,2023,Maharashtra,Raigad,2.02,2.05,-0.03,-1.39,STABLE
2023,2022,Telangana,Railway Police Secunderabad,0.0,0.03,-0.03,-100.0,STABLE
2023,2022,Andhra Pradesh,Sri Sathya Sai,6.19,6.23,-0.04,-0.7,STABLE
2024,2023,Gujarat,Banaskantha,3.52,3.56,-0.04,-1.08,STABLE
2023,2022,Gujarat,Chhotaudepur,0.55,0.59,-0.04,-6.36,STABLE
2024,2023,Kerala,Ernakulam Commr,8.12,8.16,-0.04,-0.46,STABLE
2024,2023,Rajasthan,GRP Ajmer,0.2,0.24,-0.04,-17.16,STABLE
2024,2023,Rajasthan,GRP Jodhpur,0.0,0.04,-0.04,-100.0,STABLE
2022,2021,Tamil Nadu,Railway Chennai,0.0,0.04,-0.04,-100.0,STABLE
2022,2021,West Bengal,Howrah Rural,11.16,11.2,-0.04,-0.36,STABLE
2022,2021,Andhra Pradesh,Guntakal Railway,0.02,0.07,-0.05,-70.48,STABLE
2024,2023,Andhra Pradesh,Guntakal Railway,0.0,0.05,-0.05,-100.0,STABLE
2022,2021,Chhattisgarh,GRP Raipur,0.0,0.05,-0.05,-100.0,STABLE
2022,2021,Chhattisgarh,Kondagaon,0.69,0.74,-0.05,-7.06,STABLE
2023,2022,Gujarat,Surendranagar,0.99,1.04,-0.05,-4.79,STABLE
2023,2022,Karnataka,Chikkamagaluru,2.97,3.02,-0.05,-1.82,STABLE
2022,2021,Tamil Nadu,Vellore,0.46,0.51,-0.05,-9.46,STABLE
2022,2021,Bihar,Khagaria,2.03,2.09,-0.06,-2.72,STABLE
2023,2022,Jharkhand,Saraikela,2.12,2.18,-0.06,-2.94,STABLE
2022,2021,Karnataka,Chamarajnagar,1.62,1.68,-0.06,-3.6,STABLE
2024,2023,Karnataka,KRailways,0.0,0.06,-0.06,-100.0,STABLE
2022,2021,Madhya Pradesh,Bhopal Railway,0.06,0.12,-0.06,-49.06,STABLE
2023,2022,Maharashtra,Gondia,1.81,1.87,-0.06,-3.36,STABLE
2023,2022,Maharashtra,Pune Railway,0.0,0.06,-0.06,-100.0,STABLE
2023,2022,Telangana,Wanaparthy,1.91,1.97,-0.06,-3.11,STABLE
2023,2022,Assam,Biswanath,3.93,4.0,-0.07,-1.76,STABLE
2023,2022,Assam,GRP,0.08,0.15,-0.07,-47.01,STABLE
2023,2022,Gujarat,Gir Somnath,1.04,1.11,-0.07,-5.93,STABLE
2022,2021,Gujarat,W.Rly Vadodara,0.0,0.07,-0.07,-100.0,STABLE
2022,2021,Kerala,Crime Branch,0.0,0.07,-0.07,-100.0,STABLE
2022,2021,Kerala,Railways,0.0,0.07,-0.07,-100.0,STABLE
2022,2021,Rajasthan,Bundi,31.47,31.54,-0.07,-0.24,STABLE
2024,2023,Tamil Nadu,Railway Trichy,0.0,0.07,-0.07,-100.0,STABLE
2022,2021,Tamil Nadu,Ranipet,0.11,0.18,-0.07,-39.06,STABLE
2022,2021,West Bengal,Krishnagar,17.38,17.45,-0.07,-0.37,STABLE
2022,2021,Assam,CID,0.0,0.08,-0.08,-100.0,STABLE
2024,2023,Assam,Sadia,0.45,0.53,-0.08,-14.83,STABLE
2023,2022,Gujarat,Vadodara Rural,0.75,0.83,-0.08,-10.18,STABLE
2022,2021,Kerala,Idukki,11.13,11.21,-0.08,-0.74,STABLE
2024,2023,Maharashtra,Gadchiroli,2.03,2.11,-0.08,-3.66,STABLE
2022,2021,Rajasthan,GRP Jodhpur,0.0,0.08,-0.08,-100.0,STABLE
2024,2023,Sikkim,Mangan (North),0.0,0.08,-0.08,-100.0,STABLE
2024,2023,Sikkim,Soreng (West),0.0,0.08,-0.08,-100.0,STABLE
2024,2023,Tamil Nadu,Coimbatore,0.4,0.48,-0.08,-16.28,STABLE
2022,2021,Andhra Pradesh,Kurnool,7.72,7.81,-0.09,-1.14,STABLE
2023,2022,Tamil Nadu,Thiruvallur,0.7,0.79,-0.09,-11.73,STABLE
2022,2021,West Bengal,Siliguri PC,11.7,11.79,-0.09,-0.75,STABLE
2024,2023,Bihar,Aurangabad,1.57,1.67,-0.1,-5.88,STABLE
2023,2022,Delhi,Metro,0.09,0.19,-0.1,-52.35,STABLE
2022,2021,Gujarat,Banaskantha,3.01,3.11,-0.1,-3.2,STABLE
2022,2021,Gujarat,Chhotaudepur,0.59,0.69,-0.1,-14.62,STABLE
2023,2022,Gujarat,Sabarkantha,1.87,1.97,-0.1,-5.04,STABLE
2024,2023,Gujarat,Surendranagar,0.89,0.99,-0.1,-10.12,STABLE
2024,2023,Gujarat,Vadodara Rural,0.65,0.75,-0.1,-13.51,STABLE
2023,2022,Maharashtra,Solapur Rural,5.1,5.2,-0.1,-1.85,STABLE
2024,2023,Punjab,Ludhiana Rural,0.7,0.8,-0.1,-11.98,STABLE
2022,2021,Tamil Nadu,Krishnagiri,0.46,0.56,-0.1,-17.13,STABLE
2023,2022,Tamil Nadu,Namakkal,0.5,0.6,-0.1,-17.27,STABLE
2024,2023,Tamil Nadu,Villupuram,1.16,1.26,-0.1,-8.2,STABLE
2023,2022,Uttar Pradesh,Etah,6.03,6.13,-0.1,-1.56,STABLE
2024,2023,Uttar Pradesh,GRP,0.13,0.23,-0.1,-42.68,STABLE
2023,2022,Uttar Pradesh,Saharanpur,10.69,10.79,-0.1,-0.9,STABLE
2023,2022,Chhattisgarh,Kondagaon,0.58,0.69,-0.11,-15.87,STABLE
2023,2022,Gujarat,Arvalli,0.62,0.73,-0.11,-14.55,STABLE
2024,2023,Gujarat,Botad,0.55,0.66,-0.11,-16.21,STABLE
2023,2022,Gujarat,Tapi,0.54,0.65,-0.11,-16.47,STABLE
2024,2023,Gujarat,Tapi,0.43,0.54,-0.11,-20.19,STABLE
2023,2022,Himachal Pradesh,Lahaul & Spiti,0.0,0.11,-0.11,-100.0,STABLE
2022,2021,Tamil Nadu,Ariyalur,1.96,2.07,-0.11,-5.47,STABLE
2023,2022,Tamil Nadu,Tenkasi,0.72,0.83,-0.11,-13.29,STABLE
2024,2023,Tamil Nadu,Thoothukudi,1.3,1.41,-0.11,-7.67,STABLE
2022,2021,Telangana,Narayanpet,1.3,1.41,-0.11,-7.68,STABLE
2022,2021,West Bengal,Kalimpong,0.48,0.59,-0.11,-18.41,STABLE
2022,2021,Goa,Total Districts ,2.98,3.1,-0.12,-3.88,STABLE
2022,2021,Maharashtra,Mumbai Railway,0.03,0.15,-0.12,-79.5,STABLE
2022,2021,Odisha,SRP(Rourkela),0.0,0.12,-0.12,-100.0,STABLE
2022,2021,Punjab,GRP,0.0,0.12,-0.12,-100.0,STABLE
2023,2022,Punjab,Malerkotla,2.49,2.61,-0.12,-4.73,STABLE
2022,2021,Punjab,Pathankot,2.85,2.97,-0.12,-4.04,STABLE
2023,2022,Uttar Pradesh,Balrampur,3.04,3.16,-0.12,-3.7,STABLE
2022,2021,Uttar Pradesh,Muzaffarnagar,7.62,7.74,-0.12,-1.6,STABLE
2023,2022,Andhra Pradesh,Parvathipuram Manyam,2.6,2.73,-0.13,-4.86,STABLE
2023,2022,Chhattisgarh,Korba,5.84,5.98,-0.14,-2.36,STABLE
2022,2021,Jammu & Kashmir,Awantipora,1.25,1.39,-0.14,-10.2,STABLE
2024,2023,Jammu & Kashmir,Awantipora,1.39,1.53,-0.14,-9.23,STABLE
2023,2022,Jammu & Kashmir,Railways Katra,0.0,0.14,-0.14,-100.0,STABLE
2022,2021,Jammu & Kashmir,Shopian,1.11,1.25,-0.14,-11.4,STABLE
2023,2022,Jammu & Kashmir,Sopore,1.25,1.39,-0.14,-10.2,STABLE
2022,2021,Karnataka,Chikkaballapura,4.92,5.06,-0.14,-2.72,STABLE
2022,2021,Rajasthan,Jodhpur Rural,7.74,7.88,-0.14,-1.74,STABLE
2023,2022,Tamil Nadu,Thoothukudi,1.41,1.55,-0.14,-9.17,STABLE
2022,2021,Tamil Nadu,Tiruppur City,0.11,0.25,-0.14,-55.2,STABLE
2022,2021,Tamil Nadu,Trichy City,0.87,1.01,-0.14,-13.93,STABLE
2022,2021,Telangana,Mulug,2.11,2.25,-0.14,-6.34,STABLE
2023,2022,Uttar Pradesh,Moradabad,7.91,8.05,-0.14,-1.79,STABLE
2022,2021,Uttarakhand,Almora,3.07,3.21,-0.14,-4.45,STABLE
2023,2022,Uttarakhand,GRP,0.0,0.14,-0.14,-100.0,STABLE
2023,2022,Maharashtra,Thane Rural,0.6,0.75,-0.15,-20.51,STABLE
2023,2022,Punjab,Barnala,4.23,4.38,-0.15,-3.44,STABLE
2022,2021,Tamil Nadu,Salem,0.47,0.62,-0.15,-24.72,STABLE
2022,2021,Tamil Nadu,Thoothukudi,1.55,1.7,-0.15,-8.65,STABLE
2023,2022,Chandigarh,Chandigarh,9.23,9.39,-0.16,-1.73,STABLE
2023,2022,Chandigarh,Total Districts ,9.23,9.39,-0.16,-1.73,STABLE
2023,2022,Chhattisgarh,Bemetra,1.27,1.43,-0.16,-11.3,STABLE
2022,2021,Chhattisgarh,Dantewara,0.53,0.69,-0.16,-23.12,STABLE
2024,2023,Chhattisgarh,Khairagarh - Chhuikhadan-Gandai,1.17,1.33,-0.16,-11.75,STABLE
2023,2022,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,0.53,0.69,-0.16,-23.12,STABLE
2022,2021,Gujarat,Vadodara City,1.86,2.02,-0.16,-8.14,STABLE
2024,2023,Karnataka,Chamarajnagar,1.74,1.9,-0.16,-8.64,STABLE
2023,2022,Karnataka,Kodagu,4.86,5.02,-0.16,-3.15,STABLE
2022,2021,Karnataka,Ramanagara,5.14,5.3,-0.16,-3.04,STABLE
2023,2022,Sikkim,Gangtok (East),0.25,0.41,-0.16,-39.03,STABLE
2024,2023,Sikkim,Pakyong (East),0.0,0.16,-0.16,-100.0,STABLE
2023,2022,Tamil Nadu,Perambalur,2.15,2.31,-0.16,-6.83,STABLE
2022,2021,Uttar Pradesh,Hathras,5.57,5.73,-0.16,-2.87,STABLE
2022,2021,West Bengal,Darjeeling,3.37,3.53,-0.16,-4.53,STABLE
2023,2022,West Bengal,Total Districts ,478.9,479.06,-0.16,-0.03,STABLE
2022,2021,Gujarat,Mahisagar,0.45,0.62,-0.17,-27.64,STABLE
2022,2021,Gujarat,Panchmahal,1.73,1.9,-0.17,-8.96,STABLE
2023,2022,Karnataka,Mysuru City,3.25,3.42,-0.17,-4.89,STABLE
2023,2022,Karnataka,Yadgiri,2.52,2.69,-0.17,-6.28,STABLE
2023,2022,Kerala,Kozhikode Rural,12.57,12.74,-0.17,-1.3,STABLE
2023,2022,Madhya Pradesh,Mandla,8.24,8.41,-0.17,-2.0,STABLE
2023,2022,Tamil Nadu,Salem,0.3,0.47,-0.17,-36.77,STABLE
2022,2021,Telangana,Nalgonda,7.73,7.9,-0.17,-2.16,STABLE
2022,2021,Uttar Pradesh,Hardoi,5.21,5.38,-0.17,-3.07,STABLE
2024,2023,Assam,Chirang,6.31,6.49,-0.18,-2.81,STABLE
2022,2021,Bihar,Begusarai,1.81,1.99,-0.18,-9.07,STABLE
2024,2023,Gujarat,Mahisagar,0.48,0.66,-0.18,-26.88,STABLE
2023,2022,Gujarat,Surat Rural,0.49,0.67,-0.18,-27.09,STABLE
2022,2021,Madhya Pradesh,Indore Railway,0.06,0.24,-0.18,-74.53,STABLE
2023,2022,Madhya Pradesh,Niwari,3.0,3.18,-0.18,-5.68,STABLE
2022,2021,Manipur,Senapati,0.0,0.18,-0.18,-100.0,STABLE
2022,2021,Odisha,Boudh,2.93,3.11,-0.18,-5.86,STABLE
2023,2022,Puducherry,Puducherry,1.56,1.74,-0.18,-10.27,STABLE
2022,2021,Punjab,CP Jalandhar,9.03,9.21,-0.18,-1.92,STABLE
2022,2021,Tamil Nadu,Chengalpattu,0.4,0.58,-0.18,-30.75,STABLE
2022,2021,Tamil Nadu,Kanchipuram,0.11,0.29,-0.18,-61.91,STABLE
2024,2023,Tamil Nadu,Ranipet,0.25,0.43,-0.18,-42.29,STABLE
2024,2023,Bihar,Madhubani,1.63,1.82,-0.19,-10.51,STABLE
2023,2022,Delhi,RAILWAY,0.0,0.19,-0.19,-100.0,STABLE
2023,2022,Jharkhand,Ramgarh,3.66,3.85,-0.19,-4.85,STABLE
2023,2022,Tamil Nadu,Erode,0.35,0.54,-0.19,-35.26,STABLE
2022,2021,Uttar Pradesh,Amethi,5.8,5.99,-0.19,-3.23,STABLE
2023,2022,Uttar Pradesh,Barabanki,2.66,2.85,-0.19,-6.7,STABLE
2022,2021,Uttar Pradesh,Etah,6.13,6.32,-0.19,-3.03,STABLE
2024,2023,Bihar,Darbhanga,1.72,1.92,-0.2,-10.48,STABLE
2022,2021,Gujarat,Surendranagar,1.04,1.24,-0.2,-15.98,STABLE
2022,2021,Jammu & Kashmir,Kupwara,4.7,4.9,-0.2,-3.99,STABLE
2022,2021,Tamil Nadu,Madurai,1.72,1.92,-0.2,-10.3,STABLE
2023,2022,Telangana,Sangareddy,6.08,6.28,-0.2,-3.18,STABLE
2022,2021,Bihar,Araria,2.94,3.15,-0.21,-6.8,STABLE
2022,2021,Goa,North Goa,1.49,1.7,-0.21,-12.4,STABLE
2022,2021,Gujarat,Anand,2.2,2.41,-0.21,-8.71,STABLE
2023,2022,Karnataka,Dakshina Kannada,1.5,1.71,-0.21,-12.08,STABLE
2022,2021,Maharashtra,Gondia,1.87,2.08,-0.21,-10.0,STABLE
2022,2021,Punjab,Sangrur,3.1,3.31,-0.21,-6.34,STABLE
2024,2023,Tamil Nadu,Tenkasi,0.51,0.72,-0.21,-29.37,STABLE
2022,2021,Uttar Pradesh,Jaunpur,4.51,4.72,-0.21,-4.47,STABLE
2022,2021,West Bengal,Chandannagar PC,11.65,11.86,-0.21,-1.74,STABLE
2023,2022,Bihar,Saran,3.34,3.56,-0.22,-6.3,STABLE
2023,2022,Haryana,Hansi,9.72,9.94,-0.22,-2.19,STABLE
2022,2021,Jharkhand,Jamtara,4.18,4.4,-0.22,-4.94,STABLE
2023,2022,Jharkhand,Jamtara,3.96,4.18,-0.22,-5.2,STABLE
2022,2021,Karnataka,Haveri,2.88,3.1,-0.22,-7.17,STABLE
2022,2021,Rajasthan,Kota Rural,12.88,13.1,-0.22,-1.71,STABLE
2022,2021,Tamil Nadu,Kanyakumari,0.25,0.47,-0.22,-46.73,STABLE
2024,2023,Tamil Nadu,Salem City,0.2,0.42,-0.22,-52.89,STABLE
2024,2023,Tamil Nadu,Tambaram,0.94,1.16,-0.22,-18.63,STABLE
2023,2022,Tamil Nadu,Thirunelveli,1.01,1.23,-0.22,-17.72,STABLE
2022,2021,Telangana,Rajanna Siricilla,5.41,5.63,-0.22,-3.95,STABLE
2024,2023,Uttar Pradesh,Bahraich,3.69,3.91,-0.22,-5.73,STABLE
2023,2022,Assam,Hamren,0.45,0.68,-0.23,-33.76,STABLE
2023,2022,Gujarat,Rajkot City,3.91,4.14,-0.23,-5.49,STABLE
2023,2022,Haryana,GRP,0.29,0.52,-0.23,-43.72,STABLE
2023,2021,Nagaland,Dimapur,0.46,0.69,-0.23,-33.2,STABLE
2023,2022,Punjab,Tarn Taran,2.64,2.87,-0.23,-8.13,STABLE
2022,2021,Tamil Nadu,Dharmapuri,1.04,1.27,-0.23,-18.08,STABLE
2023,2022,Chhattisgarh,Balrampur,3.2,3.44,-0.24,-6.98,STABLE
2023,2022,Gujarat,Dahod,0.59,0.83,-0.24,-28.85,STABLE
2022,2021,Jharkhand,Saraikela,2.18,2.43,-0.25,-10.17,STABLE
2022,2021,Kerala,Malappuram,14.93,15.18,-0.25,-1.65,STABLE
2023,2022,Tamil Nadu,Tambaram,1.16,1.41,-0.25,-17.61,STABLE
2023,2022,Tamil Nadu,Thanjavur,1.81,2.06,-0.25,-12.14,STABLE
2023,2022,Uttar Pradesh,Deoria,1.29,1.54,-0.25,-16.36,STABLE
2022,2021,West Bengal,Alipurduar,8.08,8.33,-0.25,-2.96,STABLE
2024,2023,Chhattisgarh,Sakti,2.02,2.28,-0.26,-11.41,STABLE
2023,2022,Madhya Pradesh,Ujjain,11.86,12.12,-0.26,-2.17,STABLE
2024,2023,Tamil Nadu,Thiruvallur,0.44,0.7,-0.26,-37.12,STABLE
2023,2022,Uttar Pradesh,Ballia,5.48,5.74,-0.26,-4.59,STABLE
2022,2021,Uttar Pradesh,Chandoli,4.21,4.47,-0.26,-5.84,STABLE
2022,2021,Karnataka,Davanagere,3.8,4.07,-0.27,-6.57,STABLE
2023,2022,Kerala,Trivandrum Rural,11.83,12.1,-0.27,-2.25,STABLE
2024,2023,Manipur,Jiribam,0.0,0.27,-0.27,-100.0,STABLE
2022,2021,Manipur,Tengnoupal,0.0,0.27,-0.27,-100.0,STABLE
2023,2022,Jammu & Kashmir,Handwara,1.25,1.53,-0.28,-18.37,STABLE
2024,2023,Jammu & Kashmir,Reasi,4.97,5.25,-0.28,-5.34,STABLE
2024,2023,Jammu & Kashmir,Samba,4.36,4.64,-0.28,-5.94,STABLE
2024,2023,Jammu & Kashmir,Shopian,1.39,1.67,-0.28,-16.79,STABLE
2023,2022,Karnataka,Dharwad,1.84,2.12,-0.28,-13.15,STABLE
2022,2021,Maharashtra,Solapur Rural,5.2,5.48,-0.28,-5.07,STABLE
2023,2022,Manipur,Kakching,0.82,1.1,-0.28,-25.19,STABLE
2024,2023,Punjab,Faridkot,2.96,3.24,-0.28,-8.61,STABLE
2022,2021,Bihar,Rohtas,2.03,2.32,-0.29,-12.53,STABLE
2024,2023,Gujarat,Anand,1.12,1.41,-0.29,-20.72,STABLE
2024,2023,Gujarat,Porbandar,1.34,1.63,-0.29,-17.98,STABLE
2024,2023,Haryana,GRP,0.0,0.29,-0.29,-100.0,STABLE
2022,2021,Karnataka,Hassan,3.33,3.62,-0.29,-8.07,STABLE
2023,2022,Tamil Nadu,Madurai,1.43,1.72,-0.29,-16.73,STABLE
2024,2023,Tamil Nadu,Mayiladuthurai,0.11,0.4,-0.29,-72.3,STABLE
2023,2022,Tamil Nadu,Villupuram,1.26,1.55,-0.29,-18.83,STABLE
2023,2022,Uttar Pradesh,Ambedkar Nagar,2.61,2.9,-0.29,-10.03,STABLE
2023,2022,Gujarat,Kheda,2.46,2.76,-0.3,-10.87,STABLE
2022,2021,Gujarat,Valsad,0.92,1.22,-0.3,-24.81,STABLE
2023,2022,Punjab,Khanna,1.96,2.26,-0.3,-13.17,STABLE
2023,2022,Uttar Pradesh,Jhansi,14.01,14.31,-0.3,-2.13,STABLE
2023,2022,Assam,Bajali,2.26,2.57,-0.31,-11.94,STABLE
2023,2022,Bihar,Gaya,4.24,4.55,-0.31,-6.9,STABLE
2023,2022,Madhya Pradesh,Bhind,7.4,7.71,-0.31,-4.02,STABLE
2024,2023,Tamil Nadu,Madurai,1.12,1.43,-0.31,-21.73,STABLE
2022,2021,Tamil Nadu,Namakkal,0.6,0.91,-0.31,-33.81,STABLE
2023,2022,Telangana,Mahabubnagar,4.25,4.56,-0.31,-6.84,STABLE
2023,2022,Andhra Pradesh,Tirupati,9.03,9.35,-0.32,-3.43,STABLE
2022,2021,Bihar,Nawadah,2.06,2.38,-0.32,-13.51,STABLE
2022,2021,Chhattisgarh,Jagdalpur,2.81,3.13,-0.32,-10.19,STABLE
2024,2023,Chhattisgarh,Raipur,4.88,5.2,-0.32,-6.15,STABLE
2022,2021,Himachal Pradesh,Baddi,2.45,2.77,-0.32,-11.63,STABLE
2023,2022,Karnataka,Ramanagara,4.82,5.14,-0.32,-6.23,STABLE
2023,2022,Manipur,Churachandpur,0.0,0.32,-0.32,-100.0,STABLE
2023,2022,Tamil Nadu,Coimbatore,0.48,0.8,-0.32,-40.35,STABLE
2023,2022,Tamil Nadu,Nilgiris,0.04,0.36,-0.32,-88.92,STABLE
2023,2021,Uttar Pradesh,Amroha,9.4,9.72,-0.32,-3.29,STABLE
2024,2023,West Bengal,Kalimpong,0.2,0.52,-0.32,-61.57,STABLE
2023,2022,Jammu & Kashmir,Anantnag,1.77,2.1,-0.33,-15.55,STABLE
2023,2022,Madhya Pradesh,Bhopal Rural,2.6,2.93,-0.33,-11.38,STABLE
2022,2021,Meghalaya,Garo Hills North,1.01,1.34,-0.33,-24.84,STABLE
2022,2021,Meghalaya,Garo Hills South,1.01,1.34,-0.33,-24.84,STABLE
2023,2022,Meghalaya,Khasi Hills South West,0.34,0.67,-0.33,-49.4,STABLE
2022,2021,Odisha,Sambalpur,18.38,18.71,-0.33,-1.76,STABLE
2023,2022,Sikkim,Namchi (South),0.16,0.49,-0.33,-67.48,STABLE
2023,2022,Sikkim,Total Districts ,0.9,1.23,-0.33,-26.83,STABLE
2022,2021,Tamil Nadu,Thiruvallur,0.79,1.12,-0.33,-29.44,STABLE
2022,2021,Uttar Pradesh,Barabanki,2.85,3.18,-0.33,-10.24,STABLE
2022,2021,Uttar Pradesh,Etawah,8.19,8.52,-0.33,-3.88,STABLE
2023,2022,Chhattisgarh,Durg,5.25,5.59,-0.34,-6.1,STABLE
2023,2022,Meghalaya,Garo Hills South West,0.0,0.34,-0.34,-100.0,STABLE
2024,2023,Meghalaya,Khasi Hills South West,0.0,0.34,-0.34,-100.0,STABLE
2023,2021,Nagaland,Mon,0.35,0.69,-0.34,-49.64,STABLE
2022,2021,Madhya Pradesh,Satna,6.63,6.98,-0.35,-5.06,STABLE
2024,2023,Nagaland,Mon,0.0,0.35,-0.35,-100.0,STABLE
2023,2022,Punjab,NRI Wing,2.44,2.79,-0.35,-12.6,STABLE
2022,2021,Tripura,Kowai,1.51,1.86,-0.35,-18.86,STABLE
2023,2022,Bihar,Samastipur,2.35,2.71,-0.36,-13.41,STABLE
2023,2022,Goa,CID,0.24,0.6,-0.36,-59.74,STABLE
2023,2022,Gujarat,Valsad,0.56,0.92,-0.36,-38.97,STABLE
2022,2021,Jharkhand,Latehar,6.46,6.82,-0.36,-5.25,STABLE
2024,2023,Jharkhand,Saraikela,1.76,2.12,-0.36,-17.12,STABLE
2023,2022,Punjab,SAS Nagar,10.45,10.81,-0.36,-3.34,STABLE
2022,2021,Uttar Pradesh,Jalaun,7.2,7.56,-0.36,-4.81,STABLE
2022,2021,West Bengal,Ranaghat,16.9,17.26,-0.36,-2.11,STABLE
2022,2021,A&N Islands,South Andaman,5.84,6.21,-0.37,-5.92,STABLE
2022,2021,Kerala,Thrissur Rural,8.27,8.64,-0.37,-4.24,STABLE
2024,2023,Odisha,Sonepur,1.4,1.77,-0.37,-20.9,STABLE
2023,2022,Karnataka,Mandya,4.82,5.2,-0.38,-7.32,STABLE
2024,2023,Maharashtra,Palghar,1.55,1.93,-0.38,-19.75,STABLE
2022,2021,Punjab,Amritsar Rural,2.02,2.41,-0.39,-16.15,STABLE
2023,2022,Punjab,Ludhiana Rural,0.8,1.19,-0.39,-32.94,STABLE
2022,2021,Telangana,Ramagundam Commissionerate,17.01,17.4,-0.39,-2.26,STABLE
2023,2022,Telangana,Suryapet,10.31,10.7,-0.39,-3.66,STABLE
2022,2021,Uttar Pradesh,Lucknow Commissionarate,40.08,40.47,-0.39,-0.96,STABLE
2022,2021,Uttar Pradesh,Mau,2.92,3.31,-0.39,-11.81,STABLE
2023,2022,Uttar Pradesh,Shamli,9.04,9.43,-0.39,-4.12,STABLE
2022,2021,Bihar,Darbhanga,1.48,1.88,-0.4,-21.16,STABLE
2023,2022,Maharashtra,Gadchiroli,2.11,2.51,-0.4,-16.02,STABLE
2024,2023,Tamil Nadu,Kallakurichi,0.72,1.12,-0.4,-35.67,STABLE
2023,2022,Tamil Nadu,Pudukottai,0.97,1.37,-0.4,-29.29,STABLE
2022,2021,Goa,South Goa,0.81,1.22,-0.41,-33.7,STABLE
2024,2023,Gujarat,Devbhumi Dwarka,0.66,1.07,-0.41,-38.38,STABLE
2022,2021,Jammu & Kashmir,Budgam,4.32,4.73,-0.41,-8.73,STABLE
2023,2022,Jammu & Kashmir,Kulgam,2.46,2.87,-0.41,-14.22,STABLE
2024,2023,Jammu & Kashmir,Sopore,0.84,1.25,-0.41,-32.95,STABLE
2023,2022,Madhya Pradesh,Katni,7.13,7.54,-0.41,-5.41,STABLE
2023,2022,Tamil Nadu,Dindigul,2.21,2.62,-0.41,-15.55,STABLE
2024,2023,Uttar Pradesh,Bareilly,0.92,1.33,-0.41,-30.79,STABLE
2023,2022,Chhattisgarh,Sarguja,6.1,6.52,-0.42,-6.48,STABLE
2024,2023,Gujarat,Ahmedabad Rural,0.79,1.21,-0.42,-34.67,STABLE
2023,2022,Punjab,Gurdaspur,2.53,2.95,-0.42,-14.27,STABLE
2024,2023,Punjab,Pathankot,0.59,1.01,-0.42,-41.57,STABLE
2023,2022,Tamil Nadu,Tiruppur,0.32,0.74,-0.42,-56.56,STABLE
2024,2023,Telangana,Mulug,0.51,0.93,-0.42,-45.12,STABLE
2024,2023,Uttar Pradesh,Sonbhadra,7.75,8.17,-0.42,-5.14,STABLE
2024,2023,Uttarakhand,Rudra Prayag,0.0,0.42,-0.42,-100.0,STABLE
2022,2021,Chhattisgarh,Dhamtari,3.7,4.13,-0.43,-10.45,STABLE
2022,2021,Chhattisgarh,Korba,5.98,6.41,-0.43,-6.76,STABLE
2024,2023,Chhattisgarh,Mungali,1.27,1.7,-0.43,-25.16,STABLE
2022,2021,Chhattisgarh,Sarguja,6.52,6.95,-0.43,-6.14,STABLE
2024,2023,Jharkhand,Dhanbad,4.53,4.96,-0.43,-8.6,STABLE
2023,2022,Chhattisgarh,Dhamtari,3.26,3.7,-0.44,-11.81,STABLE
2023,2022,Jharkhand,Simdega,4.35,4.79,-0.44,-9.11,STABLE
2022,2021,Kerala,Trivandrum Commr.,5.26,5.7,-0.44,-7.67,STABLE
2024,2023,Madhya Pradesh,Dewas,10.79,11.23,-0.44,-3.94,STABLE
2024,2023,Nagaland,Tuensang,0.0,0.44,-0.44,-100.0,STABLE
2022,2021,Uttar Pradesh,Sultanpur,2.4,2.84,-0.44,-15.48,STABLE
2023,2022,Assam,Tamulpur,1.59,2.04,-0.45,-21.98,STABLE
2024,2023,Karnataka,Mysuru City,2.8,3.25,-0.45,-13.82,STABLE
2023,2022,Madhya Pradesh,Mandsaur,9.54,9.99,-0.45,-4.51,STABLE
2022,2021,Gujarat,Amreli,3.96,4.42,-0.46,-10.45,STABLE
2024,2023,Andhra Pradesh,Alluri Sitharama Raju,0.84,1.31,-0.47,-35.88,STABLE
2022,2021,Chhattisgarh,Balodbazar,2.76,3.23,-0.47,-14.68,STABLE
2023,2022,Chhattisgarh,Kanker,1.86,2.33,-0.47,-20.28,STABLE
2024,2023,Jharkhand,Deoghar,3.67,4.14,-0.47,-11.31,STABLE
2022,2021,Jharkhand,Dumka,3.22,3.69,-0.47,-12.62,STABLE
2022,2021,Punjab,Tarn Taran,2.87,3.34,-0.47,-14.06,STABLE
2023,2022,Rajasthan,Bundi,31.0,31.47,-0.47,-1.48,STABLE
2023,2022,Telangana,Adilabad,4.89,5.36,-0.47,-8.78,STABLE
2023,2022,Bihar,Sitamarhi,4.37,4.85,-0.48,-9.92,STABLE
2023,2022,Chhattisgarh,Jagdalpur,2.33,2.81,-0.48,-17.1,STABLE
2022,2021,Gujarat,Kachchh East(G),2.21,2.69,-0.48,-17.99,STABLE
2022,2021,Jharkhand,Lohardagga,2.49,2.97,-0.48,-16.24,STABLE
2023,2022,Punjab,Jalandhar Rural,2.85,3.33,-0.48,-14.41,STABLE
2024,2024,Bihar,Aurangabad,1.08,1.57,-0.49,-31.42,STABLE
