Year,prev_year,State,District,current_crime_rate,prev_crime_rate,yoy_absolute_change,yoy_percent_change,trend_direction
2024,2023,Uttar Pradesh,Jaunpur,2.09,5.59,-3.5,-62.62,STABLE
2021,2021,Himachal Pradesh,Bilaspur,0.59,4.1,-3.51,-85.6,STABLE
2022,2021,Madhya Pradesh,Sehore,11.21,14.72,-3.51,-23.85,STABLE
2022,2021,Arunachal Pradesh,Subansiri Upper,2.65,6.18,-3.53,-57.14,STABLE
2024,2023,Karnataka,Vijayanagara,1.12,4.65,-3.53,-75.91,STABLE
2023,2022,Madhya Pradesh,Narmadapuram,10.78,14.31,-3.53,-24.68,STABLE
2022,2021,Arunachal Pradesh,Namsai,0.88,4.42,-3.54,-80.08,STABLE
2023,2022,Andhra Pradesh,Krishna,11.9,15.51,-3.61,-23.3,STABLE
2024,2023,Kerala,Idukki,4.31,7.92,-3.61,-45.58,STABLE
2024,2023,Madhya Pradesh,Singrauli,13.14,16.75,-3.61,-21.56,STABLE
2024,2023,Telangana,Mahabubabad,1.72,5.35,-3.63,-67.85,STABLE
2024,2023,Karnataka,Kalaburgi City,2.13,5.77,-3.64,-63.08,STABLE
2024,2023,Assam,Jorhat,3.42,7.09,-3.67,-51.73,STABLE
2022,2021,Haryana,Palwal,25.35,29.02,-3.67,-12.65,STABLE
2024,2023,Uttar Pradesh,Mahoba,1.89,5.56,-3.67,-66.0,STABLE
2022,2021,Delhi,North-East,50.15,53.83,-3.68,-6.84,STABLE
2023,2022,Odisha,Sambalpur,14.7,18.38,-3.68,-20.0,STABLE
2024,2024,Himachal Pradesh,Bilaspur,0.62,4.33,-3.71,-85.67,STABLE
2024,2023,Madhya Pradesh,Narmadapuram,7.07,10.78,-3.71,-34.41,STABLE
2022,2022,Maharashtra,Aurangabad Rural,8.13,11.84,-3.71,-31.36,STABLE
2024,2023,Tripura,Gomati,1.15,4.87,-3.72,-76.41,STABLE
2024,2023,Bihar,Lakhisarai,0.87,4.6,-3.73,-81.11,STABLE
2023,2022,Haryana,Karnal,24.49,28.25,-3.76,-13.3,STABLE
2023,2022,Delhi,North-East,46.37,50.15,-3.78,-7.54,STABLE
2022,2021,Chhattisgarh,Rajnandgaon,2.72,6.51,-3.79,-58.19,STABLE
2024,2023,Karnataka,Mysuru District,1.46,5.27,-3.81,-72.27,STABLE
2023,2022,Uttar Pradesh,Pilibhit,19.14,22.95,-3.81,-16.6,STABLE
2023,2022,Jammu & Kashmir,Doda,9.12,12.94,-3.82,-29.52,STABLE
2023,2022,Rajasthan,Jaipur Rural,4.99,8.81,-3.82,-43.33,STABLE
2023,2022,Odisha,Sundargarh,4.49,8.39,-3.9,-46.49,STABLE
2022,2021,Ladakh,Leh,1.95,5.86,-3.91,-66.74,STABLE
2023,2022,Madhya Pradesh,Shahdol,16.15,20.07,-3.92,-19.51,STABLE
2024,2023,Telangana,Adilabad,0.95,4.89,-3.94,-80.55,STABLE
2023,2022,Assam,Chirang,6.49,10.46,-3.97,-37.95,STABLE
2024,2023,Odisha,Deogarh,3.17,7.14,-3.97,-55.6,STABLE
2024,2023,Madhya Pradesh,Ashok Nagar,2.06,6.07,-4.01,-66.04,STABLE
2024,2023,Madhya Pradesh,Katni,3.1,7.13,-4.03,-56.55,STABLE
2024,2023,Kerala,Kollam Rural,3.04,7.09,-4.05,-57.15,STABLE
2023,2022,Lakshadweep,Lakshadweep,5.39,9.44,-4.05,-42.91,STABLE
2023,2022,Lakshadweep,Total Districts ,5.39,9.44,-4.05,-42.91,STABLE
2023,2022,Delhi,Outer North,30.32,34.38,-4.06,-11.8,STABLE
2023,2022,Assam,Udalguri,4.71,8.78,-4.07,-46.37,STABLE
2022,2021,Haryana,Jhajjar,32.75,36.84,-4.09,-11.09,STABLE
2024,2023,Madhya Pradesh,Satna,3.63,7.72,-4.09,-53.01,STABLE
2024,2023,Karnataka,Raichur,1.76,5.86,-4.1,-69.97,STABLE
2024,2023,Arunachal Pradesh,Anjaw,0.0,4.11,-4.11,-100.0,STABLE
2024,2023,Karnataka,Chitradurga,2.67,6.81,-4.14,-60.8,STABLE
2024,2023,Tripura,Unakoti,1.95,6.11,-4.16,-68.11,STABLE
2024,2023,Maharashtra,Nandurbar,1.69,5.86,-4.17,-71.14,STABLE
2024,2023,Madhya Pradesh,Bhind,3.22,7.4,-4.18,-56.51,STABLE
2023,2022,Madhya Pradesh,Dindori,15.55,19.75,-4.2,-21.26,STABLE
2024,2023,Maharashtra,Buldhana,3.92,8.14,-4.22,-51.82,STABLE
2024,2023,Karnataka,Bidar,1.12,5.36,-4.24,-79.11,STABLE
2024,2023,Rajasthan,Jalore,3.26,7.52,-4.26,-56.68,STABLE
2024,2023,Telangana,Sangareddy,1.8,6.08,-4.28,-70.41,STABLE
2024,2023,Karnataka,Mandya,0.53,4.82,-4.29,-88.99,STABLE
2023,2022,Uttarakhand,Dehradun,24.09,28.39,-4.3,-15.15,STABLE
2024,2023,Karnataka,Hubballi Dharwad City,1.96,6.27,-4.31,-68.76,STABLE
2024,2023,Bihar,Jehanabad,0.39,4.71,-4.32,-91.73,STABLE
2024,2023,Punjab,Bathinda,1.94,6.26,-4.32,-69.02,STABLE
2024,2023,Maharashtra,Chandrapur,4.22,8.56,-4.34,-50.7,STABLE
2024,2023,Uttar Pradesh,Amethi,2.01,6.35,-4.34,-68.35,STABLE
2024,2023,Odisha,Jharsuguda,4.65,9.0,-4.35,-48.35,STABLE
2024,2023,Telangana,Medak,0.95,5.3,-4.35,-82.09,STABLE
2024,2023,West Bengal,Jalpaiguri,1.86,6.22,-4.36,-70.09,STABLE
2023,2022,Haryana,Sonipat,27.35,31.72,-4.37,-13.79,STABLE
2023,2022,Uttarakhand,Nainital,12.94,17.31,-4.37,-25.23,STABLE
2024,2023,Madhya Pradesh,Shivpuri,9.98,14.36,-4.38,-30.49,STABLE
2023,2022,Manipur,Total Districts ,9.87,14.25,-4.38,-30.74,STABLE
2024,2023,Rajasthan,Nagaur,6.26,10.67,-4.41,-41.35,STABLE
2024,2023,Rajasthan,Jodhpur East,5.11,9.54,-4.43,-46.42,STABLE
2024,2023,Karnataka,Koppal,1.5,5.94,-4.44,-74.76,STABLE
2023,2022,Assam,South Salmara,5.74,10.19,-4.45,-43.67,STABLE
2023,2022,Jammu & Kashmir,Total Districts ,106.35,110.81,-4.46,-4.02,STABLE
2023,2022,Odisha,Berhampur,16.05,20.51,-4.46,-21.73,STABLE
2022,2022,Himachal Pradesh,Bilaspur,0.75,5.24,-4.49,-85.68,STABLE
2024,2023,Uttar Pradesh,Kasganj,1.91,6.42,-4.51,-70.23,STABLE
2024,2023,Telangana,Karimnagar Commissionerate,3.21,7.74,-4.53,-58.55,STABLE
2024,2023,Odisha,Nuapada,2.56,7.12,-4.56,-64.06,STABLE
2024,2023,Madhya Pradesh,Shahdol,11.58,16.15,-4.57,-28.3,STABLE
2023,2022,Haryana,Palwal,20.77,25.35,-4.58,-18.07,STABLE
2023,2022,Madhya Pradesh,Umaria,6.61,11.19,-4.58,-40.95,STABLE
2024,2023,Uttar Pradesh,Ghazipur,1.18,5.76,-4.58,-79.53,STABLE
2024,2023,Assam,Tinsukia,2.29,6.88,-4.59,-66.69,STABLE
2022,2021,Jammu & Kashmir,Ramban,4.6,9.19,-4.59,-49.97,STABLE
2024,2023,West Bengal,Raiganj,1.38,6.0,-4.62,-76.99,STABLE
2023,2022,Delhi,Central,35.69,40.32,-4.63,-11.48,STABLE
2024,2023,Uttarakhand,Tehri Garhwal,0.14,4.78,-4.64,-97.07,STABLE
2024,2023,Madhya Pradesh,Khandwa,5.64,10.29,-4.65,-45.18,STABLE
2023,2022,Assam,Nagaon,6.5,11.18,-4.68,-41.85,STABLE
2024,2023,Uttar Pradesh,Hardoi,2.08,6.76,-4.68,-69.21,STABLE
2023,2022,Madhya Pradesh,Jabalpur,16.31,21.0,-4.69,-22.35,STABLE
2023,2022,Uttar Pradesh,Bulandshahar,20.61,25.3,-4.69,-18.55,STABLE
2023,2022,Uttar Pradesh,Kanpur Dehat,11.86,16.56,-4.7,-28.37,STABLE
2023,2022,Assam,Cachar,20.98,25.69,-4.71,-18.32,STABLE
2024,2023,Bihar,Arwal,1.74,6.45,-4.71,-73.03,STABLE
2022,2021,Arunachal Pradesh,Kurung Kumey,0.0,4.72,-4.72,-100.0,STABLE
2024,2023,Bihar,Motihari,2.28,7.01,-4.73,-67.5,STABLE
2022,2021,Jammu & Kashmir,Total Districts ,110.81,115.54,-4.73,-4.09,STABLE
2024,2023,Madhya Pradesh,Harda,5.94,10.67,-4.73,-44.33,STABLE
2024,2023,Uttar Pradesh,Chitrakoot,2.37,7.1,-4.73,-66.63,STABLE
2024,2023,Uttar Pradesh,Etah,1.27,6.03,-4.76,-78.93,STABLE
2024,2023,West Bengal,Purulia,1.2,5.97,-4.77,-79.91,STABLE
2022,2021,Arunachal Pradesh,Lower Dibang Valley,0.0,4.82,-4.82,-100.0,STABLE
2024,2023,Maharashtra,Amravati Rural,3.46,8.28,-4.82,-58.21,STABLE
2024,2024,Uttar Pradesh,Pratapgarh,1.79,6.61,-4.82,-72.93,STABLE
2024,2023,Uttar Pradesh,Sidharthnagar,1.43,6.25,-4.82,-77.13,STABLE
2024,2023,Uttar Pradesh,Raibareilly,2.4,7.23,-4.83,-66.78,STABLE
2023,2022,Rajasthan,Udaipur,25.14,30.04,-4.9,-16.31,STABLE
2022,2021,Jammu & Kashmir,Kulgam,2.87,7.78,-4.91,-63.13,STABLE
2024,2023,Uttar Pradesh,Mirzapur,1.04,5.96,-4.92,-82.54,STABLE
2024,2023,Odisha,Rayagada,2.87,7.82,-4.95,-63.28,STABLE
2024,2023,Jammu & Kashmir,Ganderbal,1.46,6.43,-4.97,-77.3,STABLE
2022,2021,West Bengal,Paschim Medinipur,8.97,13.94,-4.97,-35.65,STABLE
2024,2023,West Bengal,Paschim Medinipur,1.87,6.85,-4.98,-72.71,STABLE
2024,2023,Madhya Pradesh,Anuppur,8.12,13.11,-4.99,-38.09,STABLE
2024,2023,Haryana,Charkhi Dadri,3.09,8.1,-5.01,-61.84,IMPROVING
2023,2022,Madhya Pradesh,Dhar,9.55,14.56,-5.01,-34.41,IMPROVING
2023,2022,Rajasthan,Jalore,7.52,12.55,-5.03,-40.1,IMPROVING
2024,2023,Andhra Pradesh,Sri Sathya Sai,1.15,6.19,-5.04,-81.42,IMPROVING
2022,2021,Madhya Pradesh,Guna,9.32,14.43,-5.11,-35.4,IMPROVING
2024,2023,Punjab,CP Ludhiana,3.92,9.03,-5.11,-56.58,IMPROVING
2023,2022,Rajasthan,Sirohi,24.17,29.28,-5.11,-17.46,IMPROVING
2024,2023,Odisha,Nabarangpur,2.81,7.93,-5.12,-64.58,IMPROVING
2024,2023,Punjab,Patiala,3.35,8.49,-5.14,-60.52,IMPROVING
2023,2022,Assam,Sonitpur,7.37,12.52,-5.15,-41.13,IMPROVING
2024,2023,Odisha,Nayagarh,6.41,11.56,-5.15,-44.55,IMPROVING
2024,2023,Andhra Pradesh,Anakapalli,0.86,6.03,-5.17,-85.74,IMPROVING
2024,2023,Kerala,Kottayam,4.54,9.73,-5.19,-53.35,IMPROVING
2024,2023,Andhra Pradesh,Annamayya,0.36,5.56,-5.2,-93.52,IMPROVING
2024,2023,Karnataka,Ballari,1.01,6.27,-5.26,-83.9,IMPROVING
2024,2023,Uttar Pradesh,Hamirpur,11.28,16.54,-5.26,-31.79,IMPROVING
2024,2023,Uttar Pradesh,Baghpat,3.94,9.21,-5.27,-57.22,IMPROVING
2024,2023,Uttar Pradesh,Kaushambi,4.46,9.73,-5.27,-54.17,IMPROVING
2024,2023,Kerala,Trivandrum Rural,6.54,11.83,-5.29,-44.73,IMPROVING
2024,2023,Madhya Pradesh,Damoh,5.85,11.14,-5.29,-47.5,IMPROVING
2024,2023,Odisha,Koraput,10.9,16.2,-5.3,-32.71,IMPROVING
2024,2023,Madhya Pradesh,Mandsaur,4.22,9.54,-5.32,-55.75,IMPROVING
2024,2023,Kerala,Alapuzha,4.28,9.61,-5.33,-55.45,IMPROVING
2024,2023,Madhya Pradesh,Sheopur,4.05,9.48,-5.43,-57.28,IMPROVING
2024,2023,Odisha,Puri,4.76,10.19,-5.43,-53.27,IMPROVING
2024,2023,Haryana,Nuh,7.88,13.32,-5.44,-40.86,IMPROVING
2023,2022,Madhya Pradesh,Morena,11.54,16.98,-5.44,-32.06,IMPROVING
2023,2022,Odisha,Total Districts ,425.55,430.99,-5.44,-1.26,IMPROVING
2024,2023,Tamil Nadu,Theni,1.47,6.91,-5.44,-78.73,IMPROVING
2023,2022,Andhra Pradesh,Visakhapatnam,10.52,15.99,-5.47,-34.21,IMPROVING
2023,2022,West Bengal,Baruipur Police,26.7,32.18,-5.48,-17.02,IMPROVING
2024,2023,Uttar Pradesh,Fatehgarh,0.91,6.42,-5.51,-85.81,IMPROVING
2023,2022,Delhi,South-West,24.37,29.94,-5.57,-18.6,IMPROVING
2024,2023,Rajasthan,Khairtal-Tijara,3.22,8.81,-5.59,-63.46,IMPROVING
2024,2023,Karnataka,Vijayapura,3.02,8.63,-5.61,-64.99,IMPROVING
2024,2023,Kerala,Kannur City,1.9,7.51,-5.61,-74.71,IMPROVING
2023,2022,Andhra Pradesh,Palnadu,3.68,9.31,-5.63,-60.45,IMPROVING
2022,2021,Gujarat,Ahmedabad City,24.98,30.61,-5.63,-18.39,IMPROVING
2024,2023,Rajasthan,Banswara,9.14,14.8,-5.66,-38.26,IMPROVING
2024,2023,Madhya Pradesh,Dindori,9.87,15.55,-5.68,-36.53,IMPROVING
2024,2023,Punjab,Hoshiarpur,1.64,7.34,-5.7,-77.67,IMPROVING
2023,2022,Meghalaya,Garo Hills West,1.68,7.39,-5.71,-77.27,IMPROVING
2023,2022,Uttar Pradesh,Maharajganj,1.39,7.1,-5.71,-80.41,IMPROVING
2022,2021,Delhi,Shahdara,40.23,45.99,-5.76,-12.53,IMPROVING
2023,2022,Haryana,Kurukshetra,29.66,35.43,-5.77,-16.28,IMPROVING
2023,2022,Assam,Kokrajhar,7.65,13.43,-5.78,-43.03,IMPROVING
2022,2021,Chhattisgarh,Koriya,4.75,10.56,-5.81,-55.01,IMPROVING
2024,2023,Telangana,Kamareddy ,0.96,6.79,-5.83,-85.86,IMPROVING
2024,2023,Kerala,Kollam Commr,3.03,8.97,-5.94,-66.21,IMPROVING
2023,2022,Madhya Pradesh,Rajgarh,22.33,28.3,-5.97,-21.08,IMPROVING
2023,2022,Haryana,Jhajjar,26.77,32.75,-5.98,-18.27,IMPROVING
2024,2023,Uttar Pradesh,Fatehpur,3.7,9.68,-5.98,-61.77,IMPROVING
2024,2023,Karnataka,Belagavi District,2.02,8.01,-5.99,-74.78,IMPROVING
2022,2021,Uttar Pradesh,Bulandshahar,25.3,31.3,-6.0,-19.16,IMPROVING
2024,2023,Telangana,Rajanna Siricilla,0.59,6.62,-6.03,-91.08,IMPROVING
2024,2023,Uttar Pradesh,Hapur,1.88,7.94,-6.06,-76.32,IMPROVING
2024,2023,Uttar Pradesh,Pratapgarh,6.61,12.68,-6.07,-47.88,IMPROVING
2024,2023,Punjab,Fatehgarh Sahib,1.16,7.24,-6.08,-83.99,IMPROVING
2024,2023,Andhra Pradesh,Kakinada,1.63,7.72,-6.09,-78.9,IMPROVING
2024,2023,Kerala,Thrissur Rural,2.17,8.27,-6.1,-73.77,IMPROVING
2024,2023,Kerala,Ernakulam Rural,4.48,10.6,-6.12,-57.72,IMPROVING
2024,2023,Rajasthan,Sawai Madhopur,8.99,15.11,-6.12,-40.48,IMPROVING
2024,2023,Telangana,Nalgonda,2.14,8.27,-6.13,-74.14,IMPROVING
2023,2022,Haryana,Ambala,26.13,32.29,-6.16,-19.08,IMPROVING
2022,2021,Madhya Pradesh,Bhind,7.71,13.89,-6.18,-44.49,IMPROVING
2024,2023,Madhya Pradesh,Seoni,4.92,11.1,-6.18,-55.66,IMPROVING
2024,2023,Maharashtra,Thane Commr,13.49,19.67,-6.18,-31.4,IMPROVING
2024,2023,Rajasthan,Jaipur East,13.92,20.24,-6.32,-31.23,IMPROVING
2024,2023,Uttar Pradesh,Muzaffarnagar,3.02,9.34,-6.32,-67.66,IMPROVING
2022,2021,Uttar Pradesh,Moradabad,8.05,14.4,-6.35,-44.08,IMPROVING
2024,2023,Rajasthan,Jaisalmer,5.19,11.55,-6.36,-55.07,IMPROVING
2024,2023,Uttarakhand,Nainital,6.56,12.94,-6.38,-49.28,IMPROVING
2023,2022,Rajasthan,Jhunjhunu,19.23,25.63,-6.4,-24.98,IMPROVING
2022,2021,Delhi,North-West,30.13,36.55,-6.42,-17.56,IMPROVING
2024,2023,Punjab,CP Jalandhar,1.54,7.96,-6.42,-80.65,IMPROVING
2022,2021,West Bengal,Asansol-Durgapur PC,6.58,13.03,-6.45,-49.51,IMPROVING
2024,2023,Haryana,Fatehabad,6.46,12.92,-6.46,-50.01,IMPROVING
2023,2022,Assam,Guwahati City,23.02,29.51,-6.49,-22.0,IMPROVING
2024,2023,Haryana,Kaithal,7.53,14.08,-6.55,-46.53,IMPROVING
2024,2023,Assam,Goalpara,5.52,12.08,-6.56,-54.29,IMPROVING
2024,2023,West Bengal,Alipurduar,1.7,8.28,-6.58,-79.47,IMPROVING
2022,2021,Uttar Pradesh,Kanpur Outer,0.0,6.61,-6.61,-100.0,IMPROVING
2024,2024,Uttar Pradesh,Hamirpur,4.65,11.28,-6.63,-58.78,IMPROVING
2024,2023,Madhya Pradesh,Rewa,4.74,11.4,-6.66,-58.41,IMPROVING
2024,2023,Rajasthan,Jodhpur West,7.08,13.76,-6.68,-48.55,IMPROVING
2023,2022,Haryana,Sirsa,17.19,23.9,-6.71,-28.08,IMPROVING
2024,2023,Kerala,Kozhikode Commr,3.64,10.35,-6.71,-64.83,IMPROVING
2024,2023,Madhya Pradesh,Morena,4.78,11.54,-6.76,-58.59,IMPROVING
2024,2023,Andhra Pradesh,Dr BR Ambedkar Konaseema,1.63,8.4,-6.77,-80.6,IMPROVING
2024,2023,Uttar Pradesh,Amroha,2.62,9.4,-6.78,-72.12,IMPROVING
2023,2022,Delhi,Shahdara,33.43,40.23,-6.8,-16.91,IMPROVING
2023,2023,Himachal Pradesh,Bilaspur,1.14,7.97,-6.83,-85.69,IMPROVING
2024,2023,Uttar Pradesh,Sambhal,3.89,10.72,-6.83,-63.73,IMPROVING
2024,2023,Haryana,Hansi,2.87,9.72,-6.85,-70.46,IMPROVING
2022,2021,Arunachal Pradesh,Papum Pare City,37.92,44.81,-6.89,-15.39,IMPROVING
2024,2023,Maharashtra,Mumbai Commr,31.58,38.48,-6.9,-17.94,IMPROVING
2024,2023,Maharashtra,Pune Commr,16.83,23.73,-6.9,-29.09,IMPROVING
2023,2022,Odisha,Deogarh,7.14,14.04,-6.9,-49.13,IMPROVING
2024,2023,Kerala,Wayanadu,1.48,8.39,-6.91,-82.37,IMPROVING
2023,2022,Uttar Pradesh,Aligarh,17.49,24.4,-6.91,-28.33,IMPROVING
2022,2021,Uttar Pradesh,Vasanasi Dehat,0.0,6.93,-6.93,-100.0,IMPROVING
2023,2022,Assam,Sibsagar,0.98,7.93,-6.95,-87.63,IMPROVING
2024,2023,Uttar Pradesh,Etawah,1.21,8.19,-6.98,-85.23,IMPROVING
2022,2021,Assam,Kamrup,29.74,36.73,-6.99,-19.03,IMPROVING
2024,2023,Uttar Pradesh,Shamli,2.04,9.04,-7.0,-77.43,IMPROVING
2022,2021,Assam,Cachar,25.69,32.7,-7.01,-21.43,IMPROVING
2024,2023,Assam,Dibrugarh,2.69,9.7,-7.01,-72.28,IMPROVING
2024,2023,Andhra Pradesh,Kurnool,0.88,7.92,-7.04,-88.88,IMPROVING
2022,2021,Uttar Pradesh,Kanpur Dehat,16.56,23.62,-7.06,-29.9,IMPROVING
2023,2022,Jharkhand,Total Districts ,125.1,132.2,-7.1,-5.37,IMPROVING
2024,2023,Uttar Pradesh,Kushi Nagar,0.58,7.71,-7.13,-92.48,IMPROVING
2023,2022,D&N Haveli and Daman & Diu,D&N Haveli,2.86,10.01,-7.15,-71.43,IMPROVING
2024,2023,Rajasthan,Karauli,11.69,18.84,-7.15,-37.96,IMPROVING
2023,2022,Madhya Pradesh,Harda,10.67,17.83,-7.16,-40.17,IMPROVING
2024,2023,Uttar Pradesh,Azamgarh,4.9,12.1,-7.2,-59.5,IMPROVING
2024,2023,Uttar Pradesh,Moradabad,0.69,7.91,-7.22,-91.28,IMPROVING
2023,2022,Uttarakhand,Udhamsingh Nagar,64.78,72.03,-7.25,-10.06,IMPROVING
2023,2022,Madhya Pradesh,Neemuch,12.21,19.47,-7.26,-37.3,IMPROVING
2024,2023,Jammu & Kashmir,Srinagar,1.34,8.65,-7.31,-84.5,IMPROVING
2024,2023,Rajasthan,Dungarpur,7.26,14.59,-7.33,-50.24,IMPROVING
2023,2022,Meghalaya,Total Districts ,26.88,34.27,-7.39,-21.56,IMPROVING
2024,2023,Odisha,Bhadrak,5.43,12.82,-7.39,-57.63,IMPROVING
2024,2023,Odisha,Khurda,3.23,10.62,-7.39,-69.58,IMPROVING
2024,2023,Madhya Pradesh,Jabalpur,8.9,16.31,-7.41,-45.43,IMPROVING
2024,2023,Telangana,Suryapet,2.9,10.31,-7.41,-71.86,IMPROVING
2024,2023,Uttar Pradesh,Jalaun,2.21,9.72,-7.51,-77.27,IMPROVING
2024,2023,West Bengal,Coochbehar,4.32,11.83,-7.51,-63.49,IMPROVING
2024,2023,Rajasthan,Kota Rural,4.37,11.9,-7.53,-63.28,IMPROVING
2024,2023,Andhra Pradesh,Anantapuramu,1.17,8.76,-7.59,-86.65,IMPROVING
2024,2023,Telangana,Siddipet Commissionerate,1.52,9.12,-7.6,-83.34,IMPROVING
2023,2022,Uttar Pradesh,Prayagraj,28.06,35.67,-7.61,-21.34,IMPROVING
2022,2021,Uttar Pradesh,Mathura,17.44,25.06,-7.62,-30.4,IMPROVING
2024,2023,Odisha,Kalahandi,6.84,14.5,-7.66,-52.84,IMPROVING
2024,2023,Uttarakhand,Haridwar,29.81,37.48,-7.67,-20.46,IMPROVING
2022,2021,Odisha,DCP BBSR,5.37,13.06,-7.69,-58.88,IMPROVING
2024,2023,Andhra Pradesh,Chittoor,0.58,8.29,-7.71,-93.0,IMPROVING
2023,2022,Punjab,CP Ludhiana,9.03,16.75,-7.72,-46.09,IMPROVING
2024,2023,Andhra Pradesh,Tirupati,1.26,9.03,-7.77,-86.05,IMPROVING
2023,2022,Assam,Tinsukia,6.88,14.67,-7.79,-53.1,IMPROVING
2024,2023,Andhra Pradesh,Visakhapatnam,2.72,10.52,-7.8,-74.14,IMPROVING
2022,2021,Assam,Karbi Anglong,1.36,9.18,-7.82,-85.19,IMPROVING
2024,2023,Assam,Lakhimpur,4.67,12.52,-7.85,-62.69,IMPROVING
2024,2023,Odisha,Balasore,7.38,15.26,-7.88,-51.63,IMPROVING
2024,2023,Kerala,Thrissur Commr,4.45,12.34,-7.89,-63.93,IMPROVING
2024,2023,West Bengal,Bankura,1.16,9.07,-7.91,-87.21,IMPROVING
2024,2023,Madhya Pradesh,Neemuch,4.21,12.21,-8.0,-65.52,IMPROVING
2024,2023,Odisha,DCP CTC,4.21,12.21,-8.0,-65.51,IMPROVING
2024,2023,Madhya Pradesh,Raisen,4.57,12.6,-8.03,-63.74,IMPROVING
2024,2023,Odisha,Dhenkanal,7.07,15.16,-8.09,-53.37,IMPROVING
2023,2022,Madhya Pradesh,Bhopal Commissionarate,47.71,55.84,-8.13,-14.55,IMPROVING
2023,2022,Assam,Dhubri,7.0,15.17,-8.17,-53.85,IMPROVING
2024,2023,Telangana,Jagityal,2.2,10.39,-8.19,-78.83,IMPROVING
2022,2021,West Bengal,Total Districts ,479.06,487.25,-8.19,-1.68,IMPROVING
2024,2023,Rajasthan,Kekri,3.14,11.35,-8.21,-72.33,IMPROVING
2024,2023,Rajasthan,Shahpura,2.98,11.19,-8.21,-73.36,IMPROVING
2023,2022,Andhra Pradesh,West Godavari,2.96,11.18,-8.22,-73.51,IMPROVING
2024,2023,West Bengal,Bidhannagar PC,0.59,8.89,-8.3,-93.37,IMPROVING
2023,2022,Assam,Kamrup,21.43,29.74,-8.31,-27.94,IMPROVING
2023,2022,Assam,Morigaon,12.44,20.8,-8.36,-40.19,IMPROVING
2024,2023,Madhya Pradesh,Sagar,7.9,16.27,-8.37,-51.44,IMPROVING
2024,2023,Maharashtra,Jalgaon,2.51,10.9,-8.39,-76.96,IMPROVING
2024,2023,Madhya Pradesh,Sidhi,5.4,13.81,-8.41,-60.9,IMPROVING
2024,2023,Madhya Pradesh,Datia,7.96,16.47,-8.51,-51.66,IMPROVING
2024,2023,Assam,Darrang,5.15,13.67,-8.52,-62.34,IMPROVING
2024,2023,Uttar Pradesh,Sitapur,2.37,10.9,-8.53,-78.25,IMPROVING
2024,2023,West Bengal,Birbhum,1.91,10.45,-8.54,-81.73,IMPROVING
2024,2023,Telangana,Nizamabad Commissionerate,2.22,10.79,-8.57,-79.42,IMPROVING
2024,2023,Uttar Pradesh,Unnao,1.65,10.24,-8.59,-83.88,IMPROVING
2024,2023,Odisha,Bolangir,2.62,11.23,-8.61,-76.67,IMPROVING
2024,2023,Andhra Pradesh,East Godavari,1.35,10.02,-8.67,-86.53,IMPROVING
2022,2021,Andhra Pradesh,Visakhapatnam,15.99,24.66,-8.67,-35.17,IMPROVING
2024,2023,Assam,Nalbari,6.09,14.76,-8.67,-58.75,IMPROVING
2024,2023,Delhi,South-West,15.68,24.37,-8.69,-35.65,IMPROVING
2024,2023,Rajasthan,Dholpur,11.79,20.48,-8.69,-42.44,IMPROVING
2024,2023,Andhra Pradesh,Nandyal,0.34,9.06,-8.72,-96.25,IMPROVING
2024,2023,Maharashtra,Yavatmal,4.61,13.33,-8.72,-65.42,IMPROVING
2024,2023,Madhya Pradesh,Guna,8.76,17.51,-8.75,-49.97,IMPROVING
2023,2022,Kerala,Total Districts ,187.6,196.36,-8.76,-4.46,IMPROVING
2024,2023,Odisha,Kandhamal,10.68,19.45,-8.77,-45.1,IMPROVING
2022,2021,Assam,Udalguri,8.78,17.57,-8.79,-50.02,IMPROVING
2024,2023,Rajasthan,Kotputli-Behror,6.88,15.69,-8.81,-56.16,IMPROVING
2024,2023,Maharashtra,Nanded,2.28,11.1,-8.82,-79.46,IMPROVING
2023,2022,Rajasthan,Sikar,19.78,28.61,-8.83,-30.87,IMPROVING
2024,2023,Uttar Pradesh,Bijnor,1.32,10.15,-8.83,-87.0,IMPROVING
2024,2023,Uttar Pradesh,Gautambudh Nagar,1.3,10.17,-8.87,-87.22,IMPROVING
2024,2023,West Bengal,Dakshin Dinajpur,4.1,12.97,-8.87,-68.39,IMPROVING
2024,2023,Madhya Pradesh,Panna,4.11,13.0,-8.89,-68.39,IMPROVING
2023,2022,Rajasthan,Karauli,18.84,27.73,-8.89,-32.06,IMPROVING
2024,2023,Rajasthan,Alwar,12.71,21.61,-8.9,-41.18,IMPROVING
2024,2023,Karnataka,Bengaluru District,2.63,11.54,-8.91,-77.21,IMPROVING
2024,2023,Uttar Pradesh,Saharanpur,1.78,10.69,-8.91,-83.34,IMPROVING
2024,2023,Rajasthan,Bharatpur,10.51,19.45,-8.94,-45.96,IMPROVING
2023,2022,Haryana,Bhiwani,16.81,25.8,-8.99,-34.85,IMPROVING
2024,2023,Assam,Hailakandi,7.39,16.49,-9.1,-55.18,IMPROVING
2024,2023,Kerala,Palakkad,2.97,12.07,-9.1,-75.39,IMPROVING
2024,2023,Telangana,Khammam Commissionerate,2.87,12.0,-9.13,-76.08,IMPROVING
2024,2023,Rajasthan,Neem Ka Thana,5.35,14.49,-9.14,-63.07,IMPROVING
